"pth","Points:0","Points:1","Points:2"
0.5,0.011375,0.0077942,0
0.5,0.011437,0.0079025,0
0.5,0.0061875,0.0079025,0
0.5,0.020063,0.0014073,0
0.5,0.020188,0.0014073,0
0.5,0.024812,0.00075777,0
0.5,0.024687,0.00075777,0
0.5,0.021125,0.0034641,0
0.5,0.021063,0.0035726,0
0.5,0.027059,0.0029286,0
0.5,0.026941,0.0029286,0
0.5,0.019125,0.0047631,0
0.5,0.019188,0.0048714,0
0.5,0.035438,0.0070365,0
0.5,0.030438,0.0033558,0
0.5,0.006,0.0032476,0
0.5,0.029063,0.0057374,0
0.5,0.029188,0.0057374,0
0.5,0.0079375,0.00682,0
0.5,0.030687,0.0092013,0
0.5,0.0068125,0.0061704,0
0.5,0.0069375,0.0061704,0
0.5,0.0070625,0.0061704,0
0.5,0.032,0.0010825,0
0.5,0.026688,0.0063869,0
0.5,0.026188,0.00075777,0
0.5,0.021839,0.0023192,0
0.5,0.015937,0.008552,0
0.5,0.016063,0.008552,0
0.5,0.025812,0.0070364,0
0.5,0.025688,0.0070364,0
0.5,0.025563,0.0070365,0
0.5,0.0255,0.0071447,0
0.5,0.034374,0.0086596,0
0.5,0.034437,0.0085514,0
0.5,0.010938,0.0057374,0
0.5,0.010875,0.0056292,0
0.5,0.021063,0.0014073,0
0.5,0.020938,0.0014073,0
0.5,0.021813,0.0035724,0
0.5,0.02175,0.0036806,0
0.5,0.015625,0.0017321,0
0.5,0.037938,0.0044384,0
0.5,0.030813,0.008552,0
0.5,0.03075,0.0084437,0
0.5,0.014188,0.0022733,0
0.5,0.014312,0.0022733,0
0.5,0.01225,0.0023816,0
0.5,0.02444,0.0078978,0
0.5,0.024313,0.0079025,0
0.5,0.026,0.0023816,0
0.5,0.025938,0.0022733,0
0.5,0.031562,0.0085518,0
0.5,0.018688,0.0066034,0
0.5,0.018812,0.0066034,0
0.5,0.010063,0.0057374,0
0.5,0.010188,0.0057374,0
0.5,0.010812,0.0055209,0
0.5,0.024312,0.00075778,0
0.5,0.024437,0.00075777,0
0.5,0.016563,0.0022733,0
0.5,0.016438,0.0022733,0
0.5,0.031748,0.0088739,0
0.5,0.021688,0.0087685,0
0.5,0.035625,0.0069282,0
0.5,0.030688,0.0083353,0
0.5,0.022125,0.0086603,0
0.5,0.022063,0.0087685,0
0.5,0.018159,0.0059054,0
0.5,0.018194,0.0058457,0
0.5,0.018813,0.0014073,0
0.5,0.016313,0.0031393,0
0.5,0.016188,0.0031393,0
0.5,0.0023758,0.0077942,0
0.5,0.016063,0.0079025,0
0.5,0.030438,0.0079024,0
0.5,0.030688,0.00075777,0
0.5,0.018562,0.0044384,0
0.5,0.018688,0.0044384,0
0.5,0.027625,0.0043301,0
0.5,0.027688,0.0044384,0
0.5,0.037438,0.0031393,0
0.5,0.0070625,0.0020568,0
0.5,0.0069375,0.008119,0
0.5,0.0215,0.0058457,0
0.5,0.021563,0.0059539,0
0.5,0.025313,0.00075777,0
0.5,0.028938,0.00075777,0
0.5,0.0051875,0.007253,0
0.5,0.016875,0.0034641,0
0.5,0.016938,0.0035724,0
0.5,0.023938,0.008119,0
0.5,0.026438,0.0035724,0
0.5,0.026567,0.0035805,0
0.5,0.027313,0.0042219,0
0.5,0.02725,0.0041136,0
0.5,0.03075,0.0071447,0
0.5,0.030688,0.0070365,0
0.5,0.021875,0.0034641,0
0.5,0.019063,0.0046549,0
0.5,0.014688,0.0022733,0
0.5,0.01475,0.0023816,0
0.5,0.011,0.0058457,0
0.5,0.029938,0.0057374,0
0.5,0.029875,0.0056292,0
0.5,0.027437,0.0033558,0
0.5,0.030625,0.0069282,0
0.5,0.02206,0.0022691,0
0.5,0.021913,0.0023156,0
0.5,0.029822,0.0033399,0
0.5,0.029875,0.0034641,0
0.5,0.0039375,0.0074695,0
0.5,0.0125,0.0080107,0
0.5,0.0295,0.0041136,0
0.5,0.036375,0.0034641,0
0.5,0.036312,0.0033558,0
0.5,0.017063,0.008552,0
0.5,0.021625,0.0060622,0
0.5,0.025562,0.00075777,0
0.5,0.025687,0.00075777,0
0.5,0.0059375,0.0031393,0
0.5,0.034188,0.0022733,0
0.5,0.0095625,0.008119,0
0.5,0.0096875,0.008119,0
0.5,0.013938,0.0079025,0
0.5,0.021438,0.0070363,0
0.5,0.0215,0.0071447,0
0.5,0.0064375,0.0063869,0
0.5,0.006375,0.0064952,0
0.5,0.023187,0.008552,0
0.5,0.023063,0.008552,0
0.5,0.0094375,0.008119,0
0.5,0.0093125,0.008119,0
0.5,0.017688,0.0059539,0
0.5,0.017625,0.0060622,0
0.5,0.018438,0.0057374,0
0.5,0.018562,0.0057374,0
0.5,0.028938,0.0057374,0
0.5,0.013315,0.007907,0
0.5,0.015375,0.0073612,0
0.5,0.015438,0.007253,0
0.5,0.025812,0.0022733,0
0.5,0.025688,0.0022733,0
0.5,0.0075625,0.0020568,0
0.5,0.023,0.0084437,0
0.5,0.0068125,0.0037889,0
0.5,0.00675,0.0036806,0
0.5,0.006375,0.0034641,0
0.5,0.025063,0.0092021,0
0.5,0.018313,0.0042219,0
0.5,0.020438,0.008552,0
0.5,0.020313,0.008552,0
0.5,0.024562,0.00075777,0
0.5,0.0083125,0.0046549,0
0.5,0.0084375,0.0046549,0
0.5,0.021375,0.0069282,0
0.5,0.017938,0.0070365,0
0.5,0.017813,0.0070365,0
0.5,0.008375,0.0064952,0
0.5,0.020562,0.008552,0
0.5,0.017188,0.008552,0
0.5,0.017313,0.008552,0
0.5,0.0091875,0.008119,0
0.5,0.029187,0.0092017,0
0.5,0.029062,0.0092016,0
0.5,0.0086875,0.0050879,0
0.5,0.020188,0.008552,0
0.5,0.020063,0.008552,0
0.5,0.018091,0.0059054,0
0.5,0.020313,0.0057374,0
0.5,0.02025,0.0058457,0
0.5,0.017563,0.0061704,0
0.5,0.021188,0.0046549,0
0.5,0.027813,0.0044384,0
0.5,0.027937,0.0044384,0
0.5,0.018125,0.0069282,0
0.5,0.018062,0.0070365,0
0.5,0.034812,0.0024898,0
0.5,0.017688,0.008552,0
0.5,0.017563,0.008552,0
0.5,0.018875,0.0064952,0
0.5,0.032063,0.0011908,0
0.5,0.026312,0.00075777,0
0.5,0.027312,0.00075777,0
0.5,0.027437,0.00075777,0
0.5,0.039685,0.0057439,0
0.5,0.039556,0.005747,0
0.5,0.028937,0.0092018,0
0.5,0.028812,0.0092016,0
0.5,0.020438,0.0042219,0
0.5,0.020313,0.0042219,0
0.5,0.02075,0.0041136,0
0.5,0.020688,0.0042219,0
0.5,0.0083125,0.0066034,0
0.5,0.015937,0.0020568,0
0.5,0.016063,0.0020568,0
0.5,0.017438,0.008552,0
0.5,0.026741,0.0036806,0
0.5,0.026683,0.0035805,0
0.5,0.016563,0.007686,0
0.5,0.016688,0.007686,0
0.5,0.021813,0.0063869,0
0.5,0.02175,0.0062787,0
0.5,0.021313,0.0044384,0
0.5,0.02125,0.0045466,0
0.5,0.0030625,0.007686,0
0.5,0.025563,0.0020568,0
0.5,0.025437,0.0020566,0
0.5,0.016312,0.0020571,0
0.5,0.016188,0.0020571,0
0.5,0.0125,0.0019486,0
0.5,0.012438,0.0020568,0
0.5,0.032684,0.0085483,0
0.5,0.032809,0.0085479,0
0.5,0.029812,0.0035723,0
0.5,0.025625,0.0021651,0
0.5,0.024438,0.0022733,0
0.5,0.024563,0.0022733,0
0.5,0.0015,0.0080107,0
0.5,0.0014375,0.008119,0
0.5,0.021013,0.0060394,0
0.5,0.020987,0.0060394,0
0.5,0.021313,0.0055209,0
0.5,0.023438,0.008552,0
0.5,0.0235,0.0084437,0
0.5,0.019688,0.008552,0
0.5,0.019563,0.008552,0
0.5,0.026063,0.0033558,0
0.5,0.026188,0.0033558,0
0.5,0.022,0.0032476,0
0.5,0.021938,0.0033558,0
0.5,0.0081875,0.0033558,0
0.5,0.0080625,0.0033558,0
0.5,0.028685,0.0092031,0
0.5,0.00021343,0.0017491,0
0.5,0.00010566,0.0016875,0
0.5,0.0063125,0.0066034,0
0.5,0.018438,0.008552,0
0.5,0.018313,0.008552,0
0.5,0.026437,0.00075777,0
0.5,0.034125,0.001299,0
0.5,0.034188,0.0014073,0
0.5,0.030806,0.0091985,0
0.5,0.023438,0.0016238,0
0.5,0.023313,0.0016238,0
0.5,0.021503,0.0028146,0
0.5,0.021439,0.0029253,0
0.5,0.0058125,0.00682,0
0.5,0.0056875,0.00682,0
0.5,0.02675,0.0071447,0
0.5,0.026813,0.0070365,0
0.5,0.0081875,0.0066034,0
0.5,0.028687,0.0059539,0
0.5,0.033813,0.0020568,0
0.5,0.018688,0.0033558,0
0.5,0.018812,0.0033558,0
0.5,0.018313,0.0033553,0
0.5,0.0046875,0.0027063,0
0.5,0.0048125,0.0027063,0
0.5,0.026688,0.007253,0
0.5,0.026562,0.007253,0
0.5,0.032936,0.0085446,0
0.5,0.033,0.008442,0
0.5,0.018188,0.008552,0
0.5,0.016188,0.008552,0
0.5,0.015813,0.008552,0
0.5,0.024937,0.00075777,0
0.5,0.028435,0.0091971,0
0.5,0.028561,0.0092024,0
0.5,0,0.008375,0
0.5,0,0.001625,0
0.5,0.0080625,0.0044384,0
0.5,0.0081875,0.0044384,0
0.5,0.010188,0.0042219,0
0.5,0.016125,0.0069282,0
0.5,0.0065003,0.0080107,0
0.5,0.038188,0.0055209,0
0.5,0.021026,0.0060622,0
0.5,0.013435,0.007907,0
0.5,0.0045625,0.0027063,0
0.5,0.028,0.0045466,0
0.5,0.026938,0.0070365,0
0.5,0.037875,0.0043301,0
0.5,0.022625,0.0021651,0
0.5,0.022563,0.0022733,0
0.5,0.022438,0.0024898,0
0.5,0.0225,0.0023816,0
0.5,0.015125,0.0025981,0
0.5,0.015063,0.0024898,0
0.5,0.020438,0.0057374,0
0.5,0.024312,0.0011908,0
0.5,0.035563,0.0079025,0
0.5,0.0085625,0.0046549,0
0.5,0.024438,0.008552,0
0.5,0.0075625,0.0057374,0
0.5,0.0075,0.0058457,0
0.5,0.02456,0.0078978,0
0.5,0.031187,0.0079025,0
0.5,0.031125,0.0077942,0
0.5,0.025875,0.0069282,0
0.5,0.01175,0.0071447,0
0.5,0.011688,0.0070365,0
0.5,0.021938,0.0087686,0
0.5,0.018938,0.0014073,0
0.5,0.012375,0.0021651,0
0.5,0.024688,0.008552,0
0.5,0.024562,0.008552,0
0.5,0.018063,0.0014073,0
0.5,0.017938,0.0014073,0
0.5,0.01575,0.0015155,0
0.5,0.015813,0.0014073,0
0.5,0.016813,0.0033558,0
0.5,0.016688,0.0033558,0
0.5,0.011938,0.0027063,0
0.5,0.0051861,0.0029204,0
0.5,0.022063,0.00682,0
0.5,0.022125,0.0069282,0
0.5,0.014438,0.0022733,0
0.5,0.022188,0.008552,0
0.5,0.016688,0.008552,0
0.5,0.016563,0.008552,0
0.5,0.031687,0.0011908,0
0.5,0.010688,0.0033558,0
0.5,0.01075,0.0032476,0
0.5,0.00875,0.0036806,0
0.5,0.0086875,0.0035724,0
0.5,0.0083125,0.0033558,0
0.5,0.01237,0.0077942,0
0.5,0.01231,0.0076902,0
0.5,0.025812,0.0079025,0
0.5,0.025688,0.0079025,0
0.5,0.024375,0.0090936,0
0.5,0.024438,0.0092022,0
0.5,0.014563,0.0022733,0
0.5,0.021813,0.0087686,0
0.5,0.0098125,0.0057374,0
0.5,0.0099375,0.0057374,0
0.5,0.027563,0.0033558,0
0.5,0.029312,0.0092021,0
0.5,0.0079375,0.008119,0
0.5,0.017688,0.0014073,0
0.5,0.0079374,0.0033557,0
0.5,0.00525,0.0071447,0
0.5,0.0053125,0.0070365,0
0.5,0.011497,0.0023816,0
0.5,0.034562,0.0085514,0
0.5,0.025563,0.0079025,0
0.5,0.023125,0.0017321,0
0.5,0.02875,0.0041136,0
0.5,0.016375,0.0021651,0
0.5,0.0094375,0.0059539,0
0.5,0.0096875,0.0018403,0
0.5,0.010938,0.0070365,0
0.5,0.03075,0.0015155,0
0.5,0.021,0.0036806,0
0.5,0.036813,0.0061704,0
0.5,0.03675,0.0062787,0
0.5,0.024563,0.0092023,0
0.5,0.020563,0.0042219,0
0.5,0.0071875,0.0059539,0
0.5,0.007125,0.0060622,0
0.5,0.023812,0.0018403,0
0.5,0.031,0.0023816,0
0.5,0.024688,0.0022733,0
0.5,0.026313,0.0033558,0
0.5,0.010625,0.0034641,0
0.5,0.030375,0.0021651,0
0.5,0.0025625,0.0022733,0
0.5,0.01875,0.0045466,0
0.5,0.018313,0.0057374,0
0.5,0.025438,0.00075777,0
0.5,0.017438,0.0061704,0
0.5,0.0073125,0.0059539,0
0.5,0.019438,0.0014073,0
0.5,0.019063,0.0014073,0
0.5,0.019188,0.0014073,0
0.5,0.01075,0.0045466,0
0.5,0.010688,0.0046549,0
0.5,0.018187,0.0042219,0
0.5,0.015563,0.007253,0
0.5,0.021688,0.0061704,0
0.5,0.023188,0.0016238,0
0.5,0.025875,0.0077942,0
0.5,0.025938,0.007686,0
0.5,0.022188,0.0070365,0
0.5,0.0059375,0.00682,0
0.5,0.017313,0.0061704,0
0.5,0.030375,0.0077942,0
0.5,0.027563,0.0042219,0
0.5,0.010188,0.0018403,0
0.5,0.02125,0.0054127,0
0.5,0.029875,0.0030311,0
0.5,0.036562,0.0024898,0
0.5,0.0044375,0.0074695,0
0.5,0.0045625,0.0074695,0
0.5,0.004375,0.0025981,0
0.5,0.010813,0.0044384,0
0.5,0.02994,0.0070328,0
0.5,0.022187,0.0020568,0
0.5,0.012313,0.0022733,0
0.5,0.028813,0.0057374,0
0.5,0.02875,0.0058457,0
0.5,0.029328,0.0057644,0
0.5,0.029422,0.0057644,0
0.5,0.02975,0.0054127,0
0.5,0.029688,0.0053044,0
0.5,0.032813,0.0016238,0
0.5,0.00069365,0.0081244,0
0.5,0.000616,0.0082315,0
0.5,0.013563,0.0079025,0
0.5,0.030313,0.0063869,0
0.5,0.02025,0.0041136,0
0.5,0.011438,0.0033558,0
0.5,0.012437,0.0079025,0
0.5,0.00825,0.0045466,0
0.5,0.0095,0.0041136,0
0.5,0.011,0.0041136,0
0.5,0.010938,0.0042219,0
0.5,0.014125,0.0021651,0
0.5,0.027563,0.0057374,0
0.5,0.018437,0.0033553,0
0.5,0.016563,0.0033558,0
0.5,0.010875,0.0043301,0
0.5,0.0065625,0.0074695,0
0.5,0.0066876,0.0074692,0
0.5,0.013813,0.0079025,0
0.5,0.026688,0.00075777,0
0.5,0.026563,0.00075777,0
0.5,0.021313,0.0068198,0
0.5,0.0064374,0.0074697,0
0.5,0.0063126,0.0074697,0
0.5,0.023313,0.008552,0
0.5,0.0090625,0.008119,0
0.5,0.021188,0.0033561,0
0.5,0.011436,0.0022757,0
0.5,0.011375,0.0021651,0
0.5,0.0074375,0.0059539,0
0.5,0.037563,0.0031393,0
0.5,0.031125,0.0021651,0
0.5,0.031062,0.0022733,0
0.5,0.025313,0.0020566,0
0.5,0.024956,0.002521,0
0.5,0.025044,0.002521,0
0.5,0.008,0.0067117,0
0.5,0.0080625,0.0066034,0
0.5,0.032313,0.0011908,0
0.5,0.032375,0.001299,0
0.5,0.018188,0.0014073,0
0.5,0.021251,0.0032476,0
0.5,0.014688,0.007686,0
0.5,0.014563,0.007686,0
0.5,0.018313,0.00682,0
0.5,0.011563,0.00682,0
0.5,0.011625,0.0069282,0
0.5,0.0021254,0.0021651,0
0.5,0.0015625,0.0079025,0
0.5,0.0071875,0.0020568,0
0.5,0.016188,0.0079025,0
0.5,0.029812,0.0092024,0
0.5,0.027062,0.0070365,0
0.5,0.03775,0.0067117,0
0.5,0.018063,0.008552,0
0.5,0.0115,0.0067117,0
0.5,0.031556,0.0012013,0
0.5,0.018563,0.0033558,0
0.5,0.011938,0.0074695,0
0.5,0.011875,0.0073612,0
0.5,0.030562,0.00075777,0
0.5,0.01925,0.0036806,0
0.5,0.019187,0.0035724,0
0.5,0.02975,0.0036806,0
0.5,0.0079375,0.0044384,0
0.5,0.033063,0.0083346,0
0.5,0.0255,0.0080107,0
0.5,0.0054375,0.0070365,0
0.5,0.021188,0.0014073,0
0.5,0.029687,0.00075777,0
0.5,0.027937,0.0035724,0
0.5,0.036937,0.0061704,0
0.5,0.022688,0.0020568,0
0.5,0.016313,0.008552,0
0.5,0.021378,0.0030311,0
0.5,0.005625,0.0069282,0
0.5,0.021313,0.0014073,0
0.5,0.021438,0.0014073,0
0.5,0.018063,0.0042219,0
0.5,0.0068124,0.0074692,0
0.5,0.016438,0.008552,0
0.5,0.0044375,0.0027063,0
0.5,0.022375,0.0025981,0
0.5,0.016938,0.0024898,0
0.5,0.039435,0.0059584,0
0.5,0.015688,0.0016238,0
0.5,0.019063,0.0035724,0
0.5,0.034062,0.0079025,0
0.5,0.0085625,0.0018403,0
0.5,0.010563,0.0063869,0
0.5,0.032187,0.0011908,0
0.5,0.02225,0.0084437,0
0.5,0.0074375,0.0040054,0
0.5,0.0073125,0.0040054,0
0.5,0.016312,0.0079025,0
0.5,0.024563,0.0014073,0
0.5,0.019313,0.0014073,0
0.5,0.021313,0.0031398,0
0.5,0.022313,0.0027063,0
0.5,0.013688,0.0079025,0
0.5,0.029437,0.0092023,0
0.5,0.026556,0.0091981,0
0.5,0.027437,0.0042219,0
0.5,0.02212,0.0021651,0
0.5,0.030938,0.0011908,0
0.5,0.026673,0.0091936,0
0.5,0.017687,0.0070365,0
0.5,0.017563,0.0070365,0
0.5,0.017813,0.0014073,0
0.5,0.016563,0.0014073,0
0.5,0.021375,0.0043301,0
0.5,0.023563,0.0016238,0
0.5,0.025438,0.007253,0
0.5,0.039497,0.005852,0
0.5,0.033562,0.00097428,0
0.5,0.033437,0.00097428,0
0.5,0.031375,0.0017321,0
0.5,0.031432,0.0016138,0
0.5,0.018,0.0041136,0
0.5,0.024813,0.0024898,0
0.5,0.038125,0.0034641,0
0.5,0.021563,0.0014073,0
0.5,0.02225,0.0071447,0
0.5,0.0175,0.0071447,0
0.5,0.0063125,0.0033558,0
0.5,0.025688,0.0031393,0
0.5,0.0074375,0.0020568,0
0.5,0.0073125,0.0020568,0
0.5,0.006125,0.0077942,0
0.5,0.0070625,0.008119,0
0.5,0.033687,0.00097428,0
0.5,0.03375,0.0010825,0
0.5,0.030688,0.0016238,0
0.5,0.030625,0.0017321,0
0.5,0.038813,0.0037889,0
0.5,0.038688,0.0037889,0
0.5,0.008375,0.0034641,0
0.5,0.0094375,0.0040054,0
0.5,0.0075625,0.0031393,0
0.5,0.014063,0.0020568,0
0.5,0.035438,0.0029228,0
0.5,0.011,0.0071447,0
0.5,0.011063,0.007253,0
0.5,0.0345,0.0023816,0
0.5,0.0080625,0.008119,0
0.5,0.0058125,0.0031393,0
0.5,0.016375,0.0077942,0
0.5,0.030563,0.0018403,0
0.5,0.034313,0.0087648,0
0.5,0.022188,0.0014073,0
0.5,0.0084375,0.0035724,0
0.5,0.039903,0.0043165,0
0.5,0.039803,0.0042613,0
0.5,0.024375,0.001299,0
0.5,0.0016875,0.0079025,0
0.5,0.030187,0.0092024,0
0.5,0.02475,0.0023816,0
0.5,0.028,0.0036806,0
0.5,0.026375,0.0034641,0
0.5,0.036063,0.0033558,0
0.5,0.036188,0.0033558,0
0.5,0.02462,0.0077942,0
0.5,0.032621,0.0086567,0
0.5,0.034188,0.007686,0
0.5,0.034125,0.0077942,0
0.5,0.021,0.0049796,0
0.5,0.0081875,0.0018403,0
0.5,0.021188,0.0053044,0
0.5,0.035563,0.0070365,0
0.5,0.02675,0.0062787,0
0.5,0.026813,0.0061704,0
0.5,0.03,0.0028146,0
0.5,0.029938,0.0029232,0
0.5,0.030001,0.0071447,0
0.5,0.034313,0.007686,0
0.5,0.023625,0.0017321,0
0.5,0.037438,0.0040054,0
0.5,0.033125,0.0017321,0
0.5,0.033188,0.0018403,0
0.5,0.038875,0.0038971,0
0.5,0.016438,0.0014073,0
0.5,0.010625,0.0047631,0
0.5,0.010746,0.0054127,0
0.5,0.029562,0.00075777,0
0.5,0.022938,0.0083355,0
0.5,0.029813,0.0055209,0
0.5,0.026938,0.0061704,0
0.5,0.0036875,0.0024898,0
0.5,0.0085625,0.008119,0
0.5,0.023688,0.0018403,0
0.5,0.025625,0.0030311,0
0.5,0.02225,0.0015155,0
0.5,0.035063,0.0083355,0
0.5,0.010438,0.0037889,0
0.5,0.032064,0.0087678,0
0.5,0.022188,0.0083355,0
0.5,0.0019375,0.0020568,0
0.5,0.028,0.0062787,0
0.5,0.030438,0.0020568,0
0.5,0.0085625,0.0053044,0
0.5,0.024312,0.0089854,0
0.5,0.026375,0.0073612,0
0.5,0.026438,0.007253,0
0.5,0.030063,0.0027064,0
0.5,0.036438,0.0024898,0
0.5,0.039061,0.0061697,0
0.5,0.036688,0.0063869,0
0.5,0.0305,0.0019486,0
0.5,0.021125,0.0051962,0
0.5,0.021063,0.0050879,0
0.5,0.036313,0.0066034,0
0.5,0.04,0.004375,0
0.5,0.030437,0.00075777,0
0.5,0.0021875,0.0079025,0
0.5,0.0043125,0.0074695,0
0.5,0.018188,0.00682,0
0.5,0.0090625,0.0018403,0
0.5,0.0089375,0.0018403,0
0.5,0.021564,0.0027093,0
0.5,0.0075625,0.0042219,0
0.5,0.0075,0.0041136,0
0.5,0.032004,0.0088671,0
0.5,0.036,0.0032476,0
0.5,0.0076875,0.0042219,0
0.5,0.00054825,0.0083414,0
0.5,0.036313,0.0024898,0
0.5,0.0055625,0.0070365,0
0.5,0.035813,0.0031393,0
0.5,0.035937,0.0031393,0
0.5,0.038062,0.0033558,0
0.5,0.032937,0.0016238,0
0.5,0.021001,0.0062787,0
0.5,0.021013,0.0060852,0
0.5,0.02231,0.001628,0
0.5,0.0069375,0.0037889,0
0.5,0.0011875,0.008119,0
0.5,0.0010626,0.0081191,0
0.5,0.033313,0.0083353,0
0.5,0.035437,0.0020568,0
0.5,0.011625,0.0030311,0
0.5,0.010938,0.0018403,0
0.5,0.010813,0.0018403,0
0.5,0.025089,0.0025981,0
0.5,0.029937,0.0092024,0
0.5,0.034938,0.0083354,0
0.5,0.033875,0.0021651,0
0.5,0.033188,0.0083347,0
0.5,0.032438,0.0014073,0
0.5,0.030062,0.0092024,0
0.5,0.034938,0.0018403,0
0.5,0.012063,0.007686,0
0.5,0.012,0.0075777,0
0.5,0.01175,0.0028146,0
0.5,0.011688,0.0029228,0
0.5,0.00033272,0.0016832,0
0.5,0.01725,0.0062787,0
0.5,0.033375,0.00086603,0
0.5,0.033312,0.00075777,0
0.5,0.03125,0.0019486,0
0.5,0.031312,0.0018402,0
0.5,0.034563,0.0016238,0
0.5,0.011313,0.0076858,0
0.5,0.017063,0.0063869,0
0.5,0.035062,0.007253,0
0.5,0.011813,0.0027063,0
0.5,0.0070625,0.0037889,0
0.5,0.03625,0.0075777,0
0.5,0.01219,0.0076902,0
0.5,0.034938,0.007253,0
0.5,0.027062,0.0061704,0
0.5,0.017188,0.0063869,0
0.5,0.031187,0.0020567,0
0.5,0.03825,0.0054127,0
0.5,0.034003,0.0088678,0
0.5,0.034064,0.0087631,0
0.5,0.008625,0.0051962,0
0.5,0.036187,0.0022733,0
0.5,0.0076875,0.0031393,0
0.5,0.0020625,0.0020568,0
0.5,0.0095625,0.0018403,0
0.5,0.037188,0.0040054,0
0.5,0.037312,0.0040054,0
0.5,0.0086875,0.0018403,0
0.5,0.037188,0.0070365,0
0.5,0.037063,0.0070365,0
0.5,0.034189,0.0087631,0
0.5,0.011813,0.007253,0
0.5,0.02175,0.0075777,0
0.5,0.021813,0.0076859,0
0.5,0.034312,0.0014073,0
0.5,0.035062,0.0018403,0
0.5,0.035562,0.0029228,0
0.5,0.016813,0.0024898,0
0.5,0.03625,0.0023816,0
0.5,0.0091875,0.0018403,0
0.5,0.035688,0.0031393,0
0.5,0.034438,0.0014073,0
0.5,0.0345,0.0015155,0
0.5,0.013938,0.0020568,0
0.5,0.0088125,0.0018403,0
0.5,0.033063,0.0016238,0
0.5,0.035188,0.0018403,0
0.5,0.035625,0.0030311,0
0.5,0.0091875,0.0040054,0
0.5,0.009125,0.0038971,0
0.5,0.011313,0.0018403,0
0.5,0.011188,0.0018403,0
0.5,0.0375,0.0058457,0
0.5,0.035313,0.0020568,0
0.5,0.024438,0.0014073,0
0.5,0.03525,0.0019486,0
0.5,0.015688,0.007253,0
0.5,0.011438,0.0020568,0
0.5,0.03875,0.0049796,0
0.5,0.0093125,0.0059539,0
0.5,0.037313,0.0070365,0
0.5,0.037938,0.0033558,0
0.5,0.010688,0.0018403,0
0.5,0.0013125,0.008119,0
0.5,0.0040625,0.0024898,0
0.5,0.0055625,0.0029228,0
0.5,0.0054375,0.0029228,0
0.5,0.033,0.00064952,0
0.5,0.033063,0.00075777,0
0.5,0.03375,0.0080107,0
0.5,0.0023125,0.0079025,0
0.5,0.037125,0.0038971,0
0.5,0.010563,0.0018403,0
0.5,0.025188,0.0027063,0
0.5,0.037,0.0071447,0
0.5,0.033687,0.008119,0
0.5,0.033562,0.008119,0
0.5,0.0038125,0.0024898,0
0.5,0.036938,0.007253,0
0.5,0.037438,0.00682,0
0.5,0.037375,0.0069282,0
0.5,0.011063,0.0018403,0
0.5,0.018563,0.0066034,0
0.5,0.037875,0.0056292,0
0.5,0.014438,0.007686,0
0.5,0.030125,0.0038971,0
0.5,0.030063,0.0040054,0
0.5,0.030188,0.0037889,0
0.5,0.0011875,0.0018403,0
0.5,0.0115,0.0019486,0
0.5,0.011437,0.0018403,0
0.5,0.037813,0.0057374,0
0.5,0.037687,0.0057374,0
0.5,0.037563,0.0057374,0
0.5,0.016813,0.0074695,0
0.5,0.01675,0.0075777,0
0.5,0.0039375,0.0024898,0
0.5,0.016937,0.0074695,0
0.5,0.016438,0.007686,0
0.5,0.015312,0.0074693,0
0.5,0.015188,0.0074693,0
0.5,0.017125,0.0073612,0
0.5,0.017188,0.007253,0
0.5,0.03,0.0041136,0
0.5,0.00093685,0.0018405,0
0.5,0.0010619,0.0018405,0
0.5,0.029938,0.0042219,0
0.5,0.029688,0.0037889,0
0.5,0.015063,0.0074695,0
0.5,0.014937,0.0074695,0
0.5,0.029563,0.0040054,0
0.5,0.014813,0.0074695,0
0.5,0.017063,0.0074695,0
0.5,0.029625,0.0038971,0
0.5,0.021625,0.0073612,0
0.5,0.021688,0.0074694,0
0.5,0.028687,0.0040054,0
0.5,0.028438,0.0040054,0
0.5,0.028375,0.0038971,0
0.5,0.022438,0.0074695,0
0.5,0.022375,0.0073612,0
0.5,0.0215,0.0041136,0
0.5,0.021563,0.0040054,0
0.5,0.028312,0.0037889,0
0.5,0.028563,0.0040054,0
0.5,0.021438,0.0042219,0
0.5,0.028188,0.0037889,0
0.5,0.028063,0.0037889,0
0.5,0.01475,0.0075777,0
0.5,0.021563,0.0072528,0
0.5,0.027188,0.0040054,0
0.5,0.027062,0.0040054,0
0.5,0.022313,0.007253,0
0.5,0.026938,0.0040054,0
0.5,0.026813,0.0037889,0
0.5,0.026875,0.0038971,0
0.5,0.0064375,0.0024898,0
0.5,0.0063125,0.0024898,0
0.5,0.0261,0.0075339,0
0.5,0.026074,0.0075777,0
0.5,0.0063045,0.0022595,0
0.5,0.00625,0.0023816,0
0.5,0.02615,0.0075339,0
0.5,0.0066875,0.0027063,0
0.5,0.025313,0.007253,0
0.5,0.0053125,0.0029228,0
0.5,0.024937,0.0074695,0
0.5,0.024813,0.0074695,0
0.5,0.025063,0.0074695,0
0.5,0.010375,0.0038971,0
0.5,0.0089375,0.0037889,0
0.5,0.0088125,0.0037889,0
0.5,0.0090625,0.0037889,0
0.5,0.0093125,0.0040054,0
0.5,0.0085625,0.0035724,0
0.5,0.0071875,0.0040054,0
0.5,0.021625,0.0038971,0
0.5,0.021688,0.0037889,0
0.5,0.007125,0.0038971,0
0.5,0.020943,0.0037979,0
