"pth","Points:0","Points:1","Points:2"
0.5,0.011438,0.0066034,0
0.5,0.011375,0.0064952,0
0.5,0.011313,0.0063869,0
0.5,0.011004,0.0028146,0
0.5,0.0135,0.0019486,0
0.5,0.024313,0.0087686,0
0.5,0.024375,0.0086603,0
0.5,0.015661,0.0027527,0
0.5,0.015696,0.0028146,0
0.5,0.02425,0.0088769,0
0.5,0.017813,0.0029228,0
0.5,0.017875,0.0030311,0
0.5,0.0165,0.0067117,0
0.5,0.027188,0.00682,0
0.5,0.027125,0.0069282,0
0.5,0.016188,0.00682,0
0.5,0.00080857,0.0018412,0
0.5,0.018938,0.0063869,0
0.5,0.0075625,0.008119,0
0.5,0.017438,0.0027063,0
0.5,0.0175,0.0028146,0
0.5,0.021803,0.0023816,0
0.5,0.021691,0.0024952,0
0.5,0.019812,0.0061704,0
0.5,0.019875,0.0060622,0
0.5,0.021631,0.0025981,0
0.5,0.0091875,0.0059539,0
0.5,0.020187,0.0059539,0
0.5,0.021438,0.0087686,0
0.5,0.021313,0.0087686,0
0.5,0.0068125,0.0027063,0
0.5,0.0069375,0.0027063,0
0.5,0.007,0.0028146,0
0.5,0.0070625,0.0029228,0
0.5,0.021188,0.0066033,0
0.5,0.021125,0.0064952,0
0.5,0.038562,0.0053044,0
0.5,0.038437,0.0053044,0
0.5,0.021063,0.0063865,0
0.5,0.021188,0.0087686,0
0.5,0.021063,0.0087686,0
0.5,0.013188,0.008119,0
0.5,0.013255,0.0080107,0
0.5,0.025437,0.0029228,0
0.5,0.025313,0.0029228,0
0.5,0.013063,0.008119,0
0.5,0.020688,0.0087686,0
0.5,0.020625,0.0086603,0
0.5,0.012188,0.0024898,0
0.5,0.012125,0.0025981,0
0.5,0.0073125,0.0029228,0
0.5,0.0071875,0.0029228,0
0.5,0.012062,0.0027063,0
0.5,0.015813,0.0020568,0
0.5,0.01575,0.0019486,0
0.5,0.015688,0.0018403,0
0.5,0.021813,0.0014073,0
0.5,0.021938,0.0014073,0
0.5,0.035938,0.00682,0
0.5,0.035813,0.00682,0
0.5,0.012938,0.008119,0
0.5,0.02525,0.0028146,0
0.5,0.02225,0.0019486,0
0.5,0.02231,0.0018361,0
0.5,0.026312,0.0024898,0
0.5,0.026188,0.0024898,0
0.5,0.012813,0.008119,0
0.5,0.017687,0.0029228,0
0.5,0.017313,0.0027063,0
0.5,0.02237,0.0017321,0
0.5,0.025813,0.0092021,0
0.5,0.026,0.0067117,0
0.5,0.026063,0.0066034,0
0.5,0.012688,0.008119,0
0.5,0.026187,0.0092021,0
0.5,0.022813,0.0018403,0
0.5,0.022937,0.0018403,0
0.5,0.036063,0.0066034,0
0.5,0.036,0.0067117,0
0.5,0.036187,0.0066034,0
0.5,0.02275,0.0019486,0
0.5,0.019688,0.0061704,0
0.5,0.025938,0.00682,0
0.5,0.029636,0.0064952,0
0.5,0.029693,0.0065939,0
0.5,0.038687,0.0061704,0
0.5,0.038562,0.0061704,0
0.5,0.029758,0.0067117,0
0.5,0.038563,0.0046549,0
0.5,0.038625,0.0047631,0
0.5,0.026187,0.0066034,0
0.5,0.015312,0.0027063,0
0.5,0.015438,0.0027063,0
0.5,0.015589,0.0027527,0
0.5,0.017125,0.0025981,0
0.5,0.017062,0.0024898,0
0.5,0.011306,0.0026949,0
0.5,0.019563,0.0061704,0
0.5,0.025563,0.0029228,0
0.5,0.017188,0.0027063,0
0.5,0.013813,0.0020568,0
0.5,0.027313,0.0068199,0
0.5,0.026687,0.0027063,0
0.5,0.02675,0.0028146,0
0.5,0.02475,0.0015155,0
0.5,0.024813,0.0016238,0
0.5,0.020938,0.0087685,0
0.5,0.03525,0.0028146,0
0.5,0.035313,0.0029228,0
0.5,0.026063,0.0024898,0
0.5,0.022125,0.0030311,0
0.5,0.022188,0.0029228,0
0.5,0.026813,0.0029228,0
0.5,0.012563,0.0018403,0
0.5,0.03825,0.0045466,0
0.5,0.038188,0.0044384,0
0.5,0.026563,0.0027063,0
0.5,0.026438,0.0027063,0
0.5,0.038312,0.0053044,0
0.5,0.0385,0.0062787,0
0.5,0.0275,0.0067117,0
0.5,0.027437,0.0068199,0
0.5,0.025125,0.0017321,0
0.5,0.025188,0.0018403,0
0.5,0.027563,0.0066034,0
0.5,0.036813,0.0037889,0
0.5,0.036937,0.0037889,0
0.5,0.03025,0.0023816,0
0.5,0.030188,0.0024899,0
0.5,0.015188,0.0027063,0
0.5,0.026375,0.0025981,0
0.5,0.021563,0.0087685,0
0.5,0.030125,0.0025981,0
0.5,0.02525,0.0019486,0
0.5,0.016875,0.0064952,0
0.5,0.021688,0.0014073,0
0.5,0.034875,0.0025981,0
0.5,0.034938,0.0027063,0
0.5,0.038313,0.0046549,0
0.5,0.035313,0.008119,0
0.5,0.035188,0.008119,0
0.5,0.03675,0.0036806,0
0.5,0.037937,0.0066034,0
0.5,0.038062,0.0066034,0
0.5,0.022063,0.0014073,0
0.5,0.038312,0.0063869,0
0.5,0.038437,0.0063869,0
0.5,0.033053,0.0093079,0
0.5,0.020812,0.0087685,0
0.5,0.035187,0.0027063,0
0.5,0.037063,0.0037889,0
0.5,0.03775,0.0032476,0
0.5,0.037687,0.0031393,0
0.5,0.0025621,0.0076867,0
0.5,0.0026875,0.007686,0
0.5,0.012563,0.008119,0
0.5,0.0024379,0.0076867,0
0.5,0.011437,0.008119,0
0.5,0.0115,0.0080107,0
0.5,0.022063,0.0031393,0
0.5,0.038437,0.0046549,0
0.5,0.023062,0.0018403,0
0.5,0.024,0.0019486,0
0.5,0.024063,0.0020568,0
0.5,0.038625,0.0051962,0
0.5,0.038687,0.0050879,0
0.5,0.0071875,0.008119,0
0.5,0.023938,0.0018403,0
0.5,0.038188,0.0063869,0
0.5,0.030688,0.0029228,0
0.5,0.030625,0.0030311,0
0.5,0.0035628,0.00747,0
0.5,0.0035006,0.0075777,0
0.5,0.0033139,0.0024873,0
0.5,0.0034361,0.0024873,0
0.5,0.039308,0.0042194,0
0.5,0.039246,0.0041111,0
0.5,0.03075,0.0028146,0
0.5,0.038687,0.0048714,0
0.5,0.030563,0.00682,0
0.5,0.0305,0.0067117,0
0.5,0.030438,0.0066034,0
0.5,0.010938,0.008119,0
0.5,0.011063,0.008119,0
0.5,0.037,0.0028146,0
0.5,0.036937,0.0027063,0
0.5,0.024938,0.0016238,0
0.5,0.0035625,0.0024898,0
0.5,0.010813,0.008119,0
0.5,0.010688,0.008119,0
0.5,0.039188,0.0040054,0
0.5,0.011313,0.008119,0
0.5,0.038812,0.0061703,0
0.5,0.038937,0.0061702,0
0.5,0.0073125,0.0070365,0
0.5,0.00725,0.0071447,0
0.5,0.038125,0.0064952,0
0.5,0.0034375,0.007686,0
0.5,0.035125,0.0082272,0
0.5,0.0020625,0.0079025,0
0.5,0.0019375,0.0079025,0
0.5,0.039418,0.0042084,0
0.5,0.036813,0.007253,0
0.5,0.036688,0.007253,0
0.5,0.010563,0.008119,0
0.5,0.037063,0.0029228,0
0.5,0.037813,0.0033558,0
