1,1.0,0.5,99.66427028495012,0.3999794171825109,MAXEVAL_REACHED
2,2.0,0.5,96.04224719081671,0.3999988062465222,MAXEVAL_REACHED
3,4.0,0.5,86.91048068006828,0.3999977706511047,MAXEVAL_REACHED
4,8.0,0.5,73.80462495105405,0.399990542545258,MAXEVAL_REACHED
5,16.0,0.5,63.42744364010758,0.3999989434430535,MAXEVAL_REACHED
6,32.0,0.5,53.44511956208436,0.3999630499288564,MAXEVAL_REACHED
7,64.0,0.5,45.8933174583112,0.39997933847894523,MAXEVAL_REACHED
8,128.0,0.5,40.210424745507154,0.39993540937837674,MAXEVAL_REACHED
9,256.0,0.5,33.88954970750642,0.3999456525606125,MAXEVAL_REACHED
10,512.0,0.5,29.307375194692707,0.3999780622257857,MAXEVAL_REACHED
